x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,label
0.3061632215976715,0.9682692289352417,0.3013315796852112,0.9530003666877747,0.3038918972015381,0.9313116073608398,0.3117333948612213,0.9160676002502441,0.3203950822353363,0.9069963097572327,0.31730979681015015,0.8853041529655457,0.3290144205093384,0.85411536693573,0.33687523007392883,0.8292787075042725,0.3435666561126709,0.8095089793205261,0.3235241770744324,0.8858469128608704,0.33469194173812866,0.853196918964386,0.3426310122013092,0.8277878761291504,0.34946706891059875,0.8063013553619385,0.3270375430583954,0.8944948315620422,0.33518245816230774,0.8659237027168274,0.3413158357143402,0.8440187573432922,0.3470292389392853,0.8246341943740845,0.32745832204818726,0.9107678532600403,0.33032363653182983,0.8973098397254944,0.3316379189491272,0.8894863724708557,0.33217063546180725,0.8845747709274292,Hello
0.3075682520866394,0.9553622603416443,0.30536261200904846,0.94338059425354,0.30928441882133484,0.9231595396995544,0.3172490894794464,0.9076537489891052,0.3254477381706238,0.8981520533561707,0.3245409429073334,0.8756278157234192,0.3361889123916626,0.8414838314056396,0.3429408669471741,0.815125584602356,0.34778574109077454,0.7933855652809143,0.32730284333229065,0.8737897872924805,0.33902063965797424,0.8394062519073486,0.346047580242157,0.8127431273460388,0.35167163610458374,0.7898619771003723,0.3286369740962982,0.8775912523269653,0.3377642035484314,0.8462199568748474,0.3434312343597412,0.8219510316848755,0.3485555946826935,0.8011807203292847,0.32746922969818115,0.8869614601135254,0.3336285650730133,0.8624401688575745,0.3375310003757477,0.8444578051567078,0.34090304374694824,0.8299293518066406,Hello
0.3077361285686493,0.9496197700500488,0.30494046211242676,0.9523629546165466,0.3073924481868744,0.9429570436477661,0.3118586838245392,0.9323296546936035,0.31579113006591797,0.921705961227417,0.32508671283721924,0.8837922811508179,0.3362075090408325,0.8454515337944031,0.34398701786994934,0.8157497048377991,0.3493935465812683,0.7912685871124268,0.32737359404563904,0.8779588341712952,0.33921653032302856,0.8396551609039307,0.3479967415332794,0.8093110918998718,0.3552337884902954,0.782918393611908,0.32857996225357056,0.8757100701332092,0.338932603597641,0.8414447903633118,0.34638339281082153,0.8155225515365601,0.3536027669906616,0.7922548055648804,0.32793882489204407,0.8747342228889465,0.33703818917274475,0.8474729657173157,0.3438027501106262,0.8272004723548889,0.3507441580295563,0.8089681267738342,Hello
0.34207627177238464,0.8387778997421265,0.39908063411712646,0.8231784105300903,0.4445352256298065,0.7628735303878784,0.46439898014068604,0.696163535118103,0.4754929542541504,0.6432012319564819,0.423858106136322,0.6528595685958862,0.4440182149410248,0.5678359270095825,0.45377117395401,0.5143603682518005,0.4601899981498718,0.47093185782432556,0.3896118402481079,0.6375123262405396,0.40941739082336426,0.5481847524642944,0.42158567905426025,0.4884425401687622,0.4318992793560028,0.4415728449821472,0.35622063279151917,0.6367941498756409,0.37380290031433105,0.5532101988792419,0.38569512963294983,0.49978774785995483,0.396808385848999,0.45907384157180786,0.3208669424057007,0.6478314399719238,0.33159399032592773,0.5822687149047852,0.33967095613479614,0.5413519740104675,0.34835970401763916,0.5102779865264893,Hello
0.34169498085975647,0.7984537482261658,0.40230587124824524,0.7814629673957825,0.4502721428871155,0.7168833613395691,0.47457045316696167,0.6456730961799622,0.48364174365997314,0.5837919116020203,0.43433287739753723,0.6021766066551208,0.4565166234970093,0.5158672332763672,0.4674648940563202,0.46418532729148865,0.4745302200317383,0.4223361015319824,0.40052464604377747,0.5854189991950989,0.42413195967674255,0.4991014003753662,0.43686819076538086,0.44354894757270813,0.44742265343666077,0.4014066457748413,0.36517012119293213,0.5840070843696594,0.38647690415382385,0.5037587881088257,0.3997321128845215,0.4556930661201477,0.41249772906303406,0.41902244091033936,0.32714107632637024,0.5948042869567871,0.3409707546234131,0.5334253907203674,0.35034313797950745,0.4964190125465393,0.3610420525074005,0.4666355848312378,Hello
0.34254345297813416,0.8016980290412903,0.4052003026008606,0.7813848257064819,0.45349639654159546,0.7181583642959595,0.4769173264503479,0.6451963782310486,0.48322823643684387,0.583067774772644,0.434678316116333,0.5977080464363098,0.454934298992157,0.5125641226768494,0.4639636278152466,0.46247273683547974,0.4694826006889343,0.42178231477737427,0.40015310049057007,0.5831345915794373,0.4217783808708191,0.4948604702949524,0.4344312846660614,0.4399945139884949,0.4438057541847229,0.39964917302131653,0.36564910411834717,0.5841647982597351,0.3863428235054016,0.5021605491638184,0.400241494178772,0.4536920189857483,0.4120364785194397,0.41829073429107666,0.33032453060150146,0.5979235768318176,0.3427196145057678,0.534512996673584,0.35222262144088745,0.49500295519828796,0.36241987347602844,0.4637756943702698,Hello
0.33883365988731384,0.7845771312713623,0.39837074279785156,0.7597624063491821,0.44697073101997375,0.6968901753425598,0.4667697548866272,0.6290186643600464,0.4711347222328186,0.5688309073448181,0.4284030497074127,0.5736899375915527,0.4473629295825958,0.49467432498931885,0.4574941396713257,0.4487070143222809,0.464836984872818,0.4091644883155823,0.39734145998954773,0.5594959259033203,0.41875848174095154,0.47719806432724,0.43109068274497986,0.4269963502883911,0.44171473383903503,0.3868767023086548,0.36538541316986084,0.5595171451568604,0.38428717851638794,0.48368358612060547,0.3971095383167267,0.4385587275028229,0.4094010293483734,0.4022032618522644,0.3283742070198059,0.5738930106163025,0.33989280462265015,0.512597918510437,0.3488703668117523,0.4754740297794342,0.35802850127220154,0.4429342448711395,Hello
0.32378724217414856,0.7795983552932739,0.3847414255142212,0.7551401257514954,0.429996520280838,0.684561014175415,0.4473525583744049,0.6137068867683411,0.45352402329444885,0.556520402431488,0.4127398431301117,0.5665574073791504,0.43176478147506714,0.48493391275405884,0.4418463110923767,0.4358319640159607,0.44897741079330444,0.3943001627922058,0.3806963562965393,0.5510910749435425,0.40242135524749756,0.468025267124176,0.41548067331314087,0.4171192944049835,0.42682671546936035,0.37666815519332886,0.348026305437088,0.5510965585708618,0.3664098381996155,0.47301745414733887,0.3802802264690399,0.4272201657295227,0.39297059178352356,0.39095544815063477,0.3101997971534729,0.5658428072929382,0.32128438353538513,0.5038098692893982,0.3314986824989319,0.46644866466522217,0.34187567234039307,0.43394148349761963,Hello
0.3226627707481384,0.7810975909233093,0.38336026668548584,0.756831169128418,0.42858555912971497,0.6857650279998779,0.446472704410553,0.6136400699615479,0.45299339294433594,0.5549074411392212,0.41231298446655273,0.5640590190887451,0.4306582808494568,0.48388540744781494,0.44057345390319824,0.4368773400783539,0.44886186718940735,0.396146297454834,0.3803556561470032,0.5494743585586548,0.40124017000198364,0.46631884574890137,0.41477641463279724,0.41590172052383423,0.42715561389923096,0.3759179413318634,0.3481319546699524,0.5504482984542847,0.3658866882324219,0.47287517786026,0.37899643182754517,0.42639392614364624,0.3916294574737549,0.38933974504470825,0.31283265352249146,0.5663396716117859,0.32306256890296936,0.5042003393173218,0.33230578899383545,0.4657687246799469,0.3426351249217987,0.43149811029434204,Hello
0.31382110714912415,0.7908073663711548,0.3729639947414398,0.7649511098861694,0.41704538464546204,0.6971555352210999,0.43632423877716064,0.6262667179107666,0.4414025843143463,0.5656130313873291,0.3992224931716919,0.5751907229423523,0.4169131815433502,0.4900103807449341,0.4250476360321045,0.4429371654987335,0.43142157793045044,0.4023378789424896,0.36609020829200745,0.5609490871429443,0.38745829463005066,0.4733649492263794,0.3996162712574005,0.42177659273147583,0.4103696942329407,0.37951165437698364,0.33249837160110474,0.5627790689468384,0.3501126170158386,0.4817882776260376,0.3634069263935089,0.4347645342350006,0.3757858872413635,0.3958703279495239,0.29513218998908997,0.5788818597793579,0.30748170614242554,0.5155421495437622,0.31899696588516235,0.47760432958602905,0.3310718536376953,0.4434328079223633,Hello
